"","sample_names.1.","Phylum","Class","Order","Family","Genus","Species","SUM"
"13364","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA,15
"13365","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA,5
"13366","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",NA,66
"13367","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",NA,78
"13368","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group_ge",NA,1
"13369","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge",NA,293
"13370","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12_ge",NA,1
"13371","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,2
"13372","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified",NA,9
"13373","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,44
"13374","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae_unclassified",NA,1
"13375","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobiaceae_unclassified",NA,1
"13376","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionales_unclassified","Desulfovibrionales_unclassified",NA,2
"13377","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Betaproteobacteriales_unclassified","Betaproteobacteriales_unclassified",NA,264
"13378","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,199
"13379","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified",NA,1012
"13380","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus",NA,4
"13381","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium",NA,248
"13382","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA,1
"13383","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pelomonas",NA,1
"13384","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",NA,784
"13385","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Undibacterium",NA,49
"13386","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",NA,358
"13387","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Verminephrobacter",NA,1
"13388","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylophilaceae_unclassified",NA,18
"13389","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","uncultured",NA,32
"13390","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified",NA,478
"13391","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,15
"13392","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",NA,207
"13393","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,249
"13394","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclassified",NA,1
"13395","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified",NA,348
"13396","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,2832
"13397","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadales_unclassified","Pseudomonadales_unclassified",NA,5
"13398","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,203
"13399","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_unclassified",NA,6
"13400","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclassified","Xanthomonadales_unclassified",NA,1
"13401","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",NA,170
"13402","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogae_unclassified","Thermotogae_unclassified","Thermotogae_unclassified",NA,477
"13403","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacteriaceae_unclassified",NA,387
"13404","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho",NA,456
"13405","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga",NA,383
"13406","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotogaceae_unclassified",NA,104
"13407","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Thermotogae","Thermotogae","Thermotogales","Thermotogales_unclassified","Thermotogales_unclassified",NA,1376
"13408","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Vertebrata","Mammalia","Mammalia_or","Mammalia_fa","Mammalia_ge",NA,1
"13409","LVWS1_80_TP1_13L_CCTTCA_L001_trim_paired_merged_rRNA.nr_v132","Vertebrata","Vertebrata_unclassified","Vertebrata_unclassified","Vertebrata_unclassified","Vertebrata_unclassified",NA,70
"13410","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella",NA,57
"13411","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatellaceae_unclassified",NA,4
"13412","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified",NA,90
"13413","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA,24
"13414","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacteriaceae_unclassified",NA,12
"13415","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA,91
"13416","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1",NA,42
"13417","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriales_unclassified","Corynebacteriales_unclassified",NA,6
"13418","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia",NA,8
"13419","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA,329
"13420","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae_unclassified",NA,2
"13421","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Annelida","Polychaeta","Sabellida","Sabellida_fa","Sabellida_ge",NA,11
"13422","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Aquificae","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified","Aquificae_unclassified",NA,69
"13423","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Balnearium",NA,15
"13424","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacteriaceae_unclassified",NA,3026
"13425","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Desulfurobacterium",NA,1399
"13426","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Aquificae","Desulfurobacteriia","Desulfurobacteriales","Desulfurobacteriaceae","Thermovibrio",NA,450
"13427","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified",NA,43523
"13428","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified",NA,81
"13429","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,1
"13430","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillaceae_unclassified",NA,9
"13431","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,39
"13432","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Eurotiomycetes","Eurotiales","Eurotiales_unclassified","Eurotiales_unclassified",NA,111
"13433","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Eurotiomycetes","Eurotiomycetes_unclassified","Eurotiomycetes_unclassified","Eurotiomycetes_unclassified",NA,10
"13434","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_unclassified","Hypocreales_unclassified",NA,50
"13435","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Ascomycota","Sordariomycetes","Hypocreales","Incertae_Sedis","Sarocladium",NA,8
"13436","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",NA,953
"13437","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified",NA,1
"13438","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA,21
"13439","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified",NA,4
"13440","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA,1
"13441","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Thermoflexibacter",NA,109
"13442","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified",NA,81
"13443","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,8
"13444","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,5
"13445","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified",NA,1
"13446","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcales_unclassified","Desulfurococcales_unclassified",NA,1
"13447","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Desulfurococcales","Pyrodictiaceae","Pyrodictium",NA,89
"13448","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Thermoproteaceae_unclassified",NA,2
"13449","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteales_unclassified","Thermoproteales_unclassified",NA,1
"13450","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Cyanobacteria","Melainabacteria","Obscuribacterales","Obscuribacterales_fa","Obscuribacterales_ge",NA,1
"13451","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA,7
"13452","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacterales_unclassified","Campylobacterales_unclassified",NA,420
"13453","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Hydrogenimonas",NA,1
"13454","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Nitratiruptoraceae","Nitratiruptoraceae_unclassified",NA,3
"13455","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovaceae_unclassified",NA,1
"13456","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum",NA,19
"13457","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas",NA,2558
"13458","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Thiovulaceae_unclassified",NA,135
"13459","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Campylobacteria","Campylobacteria_unclassified","Campylobacteria_unclassified","Campylobacteria_unclassified",NA,1
"13460","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Epsilonbacteraeota","Epsilonbacteraeota_unclassified","Epsilonbacteraeota_unclassified","Epsilonbacteraeota_unclassified","Epsilonbacteraeota_unclassified",NA,2
"13461","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified",NA,49025
"13462","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified","Euryarchaeota_unclassified",NA,86889
"13463","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus",NA,5782733
"13464","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcaceae_unclassified",NA,7
"13465","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus",NA,17
"13466","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanothermococcus",NA,11
"13467","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanotorris",NA,6471
"13468","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanococci","Methanococcales","Methanococcales_unclassified","Methanococcales_unclassified",NA,77439
"13469","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Methanopyri","Methanopyrales","Methanopyraceae","Methanopyrus",NA,1
"13470","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Palaeococcus",NA,3603
"13471","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus",NA,58
"13472","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcaceae_unclassified",NA,31636
"13473","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,76018
"13474","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Euryarchaeota","Thermococci","Thermococci_unclassified","Thermococci_unclassified","Thermococci_unclassified",NA,4
"13475","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified",NA,50
"13476","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcaceae_unclassified",NA,2
"13477","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Nanoarchaeaeota","Woesearchaeia","Woesearchaeia_or","Woesearchaeia_fa","Woesearchaeia_ge",NA,77
"13478","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Opisthokonta_ph","Aphelidea","Aphelidea_or","Aphelidea_fa","Aphelidium",NA,3
"13479","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Adlerbacteria","Candidatus_Adlerbacteria_fa","Candidatus_Adlerbacteria_ge",NA,14
"13480","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria_fa","Candidatus_Kaiserbacteria_ge",NA,2
"13481","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria_fa","Candidatus_Nomurabacteria_ge",NA,33
"13482","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge",NA,3
"13483","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified",NA,110
"13484","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Patescibacteria","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified",NA,57
"13485","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Phragmoplastophyta","Embryophyta","Embryophyta_unclassified","Embryophyta_unclassified","Embryophyta_unclassified",NA,3
"13486","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified",NA,7
"13487","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA,1
"13488","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",NA,31
"13489","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,52
"13490","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae_unclassified",NA,16
"13491","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge",NA,5
"13492","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,96
"13493","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified",NA,7
"13494","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,4
"13495","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified",NA,8
"13496","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae_unclassified",NA,1
"13497","LVWS1_80_TP2_12H_GGACCC_L001_trim_paired_merged_rRNA.nr_v132","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobiaceae_unclassified",NA,1
