,Vent.Site,Phylum,Class,Order,Family,Genus,Species,Normalized.Counts
450,Marker 33,Cyanobacteria,Cyanobacteria_unclassified,Cyanobacteria_unclassified,Cyanobacteria_unclassified,Cyanobacteria_unclassified,NA,1
451,Marker 33,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,NA,62
452,Marker 33,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,NA,74
453,Marker 33,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae_unclassified,NA,258
454,Marker 33,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,1244
455,Marker 33,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,19
456,Marker 33,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613,NA,1
457,Marker 33,Cyanobacteria,Oxyphotobacteria,Synechococcales,Synechococcales_unclassified,Synechococcales_unclassified,NA,1
458,Marker 33,Dinoflagellata,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,Dinoflagellata_unclassified,NA,6
459,Marker 33,Dinoflagellata,Dinophyceae,Dinophyceae_unclassified,Dinophyceae_unclassified,Dinophyceae_unclassified,NA,4
460,Marker 33,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis,Cochlodinium,NA,1
461,Marker 33,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,uncultured,uncultured_ge,NA,2
462,Marker 33,Dinoflagellata,Dinophyceae,Peridiniphycidae,Peridiniales,Heterocapsa,NA,3
463,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA,10
464,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,NA,110
465,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,uncultured,NA,2
466,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,NA,119
467,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,NA,21
468,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,NA,78
469,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,NA,16
470,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,NA,5
471,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,NA,56
472,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,NA,183
473,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,NA,3
474,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,NA,23
475,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,NA,626
476,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,NA,1
477,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,NA,2
478,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,NA,228
479,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,NA,10
480,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,NA,23
481,Marker 33,Euglenozoa,Euglenida,Aphagea,Aphagea_fa,Distigma,NA,1
482,Marker 33,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,NA,321035
483,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_ge,NA,3
484,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,NA,500
485,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,NA,2795
486,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,NA,36
487,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,NA,1
488,Marker 33,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,NA,40
489,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,NA,2211
490,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,NA,43
491,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,NA,12
492,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,NA,96
493,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,NA,37
494,Marker 33,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,NA,9
495,Marker 33,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,NA,2
496,Marker 33,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcaceae_unclassified,NA,152
497,Marker 33,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,NA,385
498,Marker 33,Euryarchaeota,Thermoplasmata,JdFR-43,JdFR-43_fa,JdFR-43_ge,NA,2
499,Marker 33,Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,NA,4
500,Marker 33,Euryarchaeota,Thermoplasmata,Marine_Group_III,Marine_Group_III_fa,Marine_Group_III_ge,NA,1
501,Marker 33,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Aciduliprofundaceae,JdFR-45,NA,3
502,Marker 33,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified,NA,2
503,Marker 33,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,NA,2
504,Marker 33,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,S31,NA,3
505,Marker 33,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcaceae_unclassified,NA,1
506,Marker 33,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,NA,2
507,Marker 33,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified,NA,2
508,Marker 33,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,5
509,Marker 33,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,NA,2
510,Marker 33,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia,NA,1
511,Marker 33,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA,10
512,Marker 33,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacteriaceae_unclassified,NA,1
513,Marker 33,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,NA,13
514,Marker 33,Hydrothermae,Hydrothermae_cl,Hydrothermae_or,Hydrothermae_fa,Hydrothermae_ge,NA,1
515,Marker 33,Incertae_Sedis_ph,Incertae_Sedis_cl,Incertae_Sedis_or,Incertae_Sedis_fa,Telonema,NA,8
516,Marker 33,Korarchaeota,Korarchaeia,Korarchaeales,Korarchaeaceae,Candidatus_Korarchaeum,NA,1
517,Marker 33,Lentisphaerae,Oligosphaeria,Oligosphaerales,Lenti-02,Lenti-02_ge,NA,4
518,Marker 33,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,NA,15
519,Marker 33,MAST-1,MAST-1_cl,MAST-1_or,MAST-1_fa,MAST-1_ge,NA,1
520,Marker 33,MAST-3,MAST-3_unclassified,MAST-3_unclassified,MAST-3_unclassified,MAST-3_unclassified,NA,13
521,Marker 33,MAST-4,MAST-4D,MAST-4D_or,MAST-4D_fa,MAST-4D_ge,NA,15
522,Marker 33,Mollusca,Bivalvia,Bivalvia_unclassified,Bivalvia_unclassified,Bivalvia_unclassified,NA,1
523,Marker 33,Mollusca,Gastropoda,Caenogastropoda,Caenogastropoda_fa,Caenogastropoda_ge,NA,1
524,Marker 33,Mollusca,Gastropoda,Gastropoda_unclassified,Gastropoda_unclassified,Gastropoda_unclassified,NA,55
525,Marker 33,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,NA,46
526,Marker 33,Mollusca,Mollusca_unclassified,Mollusca_unclassified,Mollusca_unclassified,Mollusca_unclassified,NA,8
527,Marker 33,Nanoarchaeaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,NA,4
528,Marker 33,Nanoarchaeaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeales_unclassified,Nanoarchaeales_unclassified,NA,3
529,Marker 33,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,NA,2
530,Marker 33,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA,2
531,Marker 33,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA,6
532,Marker 33,Ochrophyta,Chrysophyceae,Chrysophyceae_unclassified,Chrysophyceae_unclassified,Chrysophyceae_unclassified,NA,16
533,Marker 33,Ochrophyta,Chrysophyceae,uncultured,uncultured_fa,uncultured_ge,NA,49
534,Marker 33,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochales_fa,Dictyocha,NA,3
535,Marker 33,Ochrophyta,Dictyochophyceae,Dictyochophyceae_unclassified,Dictyochophyceae_unclassified,Dictyochophyceae_unclassified,NA,6
536,Marker 33,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellales_fa,Pedinellales_ge,NA,6
537,Marker 33,Ochrophyta,Eustigmatophyceae,Eustigmatales,Eustigmatales_fa,uncultured,NA,3
538,Marker 33,Ochrophyta,MOCH-2,MOCH-2_or,MOCH-2_fa,MOCH-2_ge,NA,4
539,Marker 33,Ochrophyta,Ochrophyta_cl,Ochrophyta_or,Ochrophyta_fa,Bolidomonas,NA,4
540,Marker 33,Ochrophyta,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,Ochrophyta_unclassified,NA,33
541,Marker 33,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidales_fa,Sarcinochrysidales_fa_unclassified,NA,1
542,Marker 33,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidales_fa,SS1-E01-69,NA,1
543,Marker 33,Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,NA,1
544,Marker 33,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria_fa,Candidatus_Magasanikbacteria_ge,NA,1
545,Marker 33,Patescibacteria,Microgenomatia,Microgenomatia_unclassified,Microgenomatia_unclassified,Microgenomatia_unclassified,NA,2
546,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria_fa,Candidatus_Kaiserbacteria_ge,NA,2
547,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria_fa,Candidatus_Nomurabacteria_ge,NA,2
548,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,Candidatus_Staskawiczbacteria_fa,Candidatus_Staskawiczbacteria_ge,NA,3
549,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria_fa,Candidatus_Yanofskybacteria_ge,NA,1
550,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,Candidatus_Zambryskibacteria_fa,Candidatus_Zambryskibacteria_ge,NA,1
551,Marker 33,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,NA,10
552,Marker 33,Patescibacteria,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,NA,2
553,Marker 33,Picozoa,Picomonadida,Picomonadidae,Picomonadidae_fa,Picomonas,NA,2
554,Marker 33,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_unclassified,NA,2
555,Marker 33,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,NA,2
556,Marker 33,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,NA,1
557,Marker 33,Poribacteria,Poribacteria_cl,Poribacteria_or,Poribacteria_fa,Poribacteria_ge,NA,1
558,Marker 33,Protalveolata,Syndiniales,Syndiniales_or,Syndiniales_Group_II,Syndiniales_Group_II_ge,NA,9
559,Marker 33,Protalveolata,Syndiniales,Syndiniales_or,Syndiniales_Group_III,Syndiniales_Group_III_ge,NA,6
560,Marker 33,Protalveolata,Syndiniales,Syndiniales_or,Syndiniales_or_unclassified,Syndiniales_or_unclassified,NA,8
561,Marker 33,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,NA,147
562,Marker 33,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonadaceae_unclassified,NA,7
563,Marker 33,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis,NA,37
564,Marker 33,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,NA,1
565,Marker 33,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade_ge,NA,3
566,Marker 33,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,uncultured,NA,2
567,Marker 33,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge,NA,22
568,Marker 33,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_unclassified,Puniceispirillales_unclassified,NA,2
569,Marker 33,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,NA,30
570,Marker 33,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_ge,NA,229
571,Marker 33,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_unclassified,NA,26
572,Marker 33,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified,NA,1
573,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,NA,19
574,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,NA,4
575,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,NA,82
576,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,NA,7
577,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,NA,7
578,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge,NA,94
579,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum,NA,1
580,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,NA,29
581,Marker 33,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA,335
582,Marker 33,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55,NA,1
583,Marker 33,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,NA,103
584,Marker 33,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge,NA,2
585,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_I_unclassified,NA,62
586,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,202
587,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,2
588,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge,NA,25
589,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,Clade_IV_ge,NA,70
590,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11_clade_unclassified,NA,27
591,Marker 33,Proteobacteria,Alphaproteobacteria,SAR11_clade,uncultured,uncultured_ge,NA,2
592,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,NA,5
593,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA,1
594,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,1
595,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,NA,4
596,Marker 33,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA,39
597,Marker 33,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculales_unclassified,Thalassobaculales_unclassified,NA,10
598,Marker 33,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured_ge,NA,14
599,Marker 33,Proteobacteria,Alphaproteobacteria,uncultured,uncultured_fa,uncultured_ge,NA,7
600,Marker 33,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,9
601,Marker 33,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,NA,26
602,Marker 33,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,NA,1
603,Marker 33,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,NA,1
604,Marker 33,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NA,2
605,Marker 33,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,NA,2
606,Marker 33,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,NA,32
607,Marker 33,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,P3OB-42_ge,NA,1
608,Marker 33,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,NA,1
609,Marker 33,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,NA,17
610,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,NA,9
611,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,NA,14
612,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,NA,1
613,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,NA,2
614,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_unclassified,Alteromonadales_unclassified,NA,5
615,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA,6
616,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwelliaceae_unclassified,NA,1
617,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,NA,17
618,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA,79
619,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,20
620,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA,5
621,Marker 33,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,NA,1
622,Marker 33,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,NA,6
623,Marker 33,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,NA,45
624,Marker 33,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Thiopilula,NA,1
625,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,NA,10
626,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,20
627,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,NA,44
628,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Collimonas,NA,1
629,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Comamonas,NA,1
630,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,NA,2
631,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1_aquatic_group,NA,12
632,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pandoraea,NA,7
633,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,NA,4
634,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,NA,1
635,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,NA,1
636,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Aquitalea,NA,3
637,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae_unclassified,NA,5
638,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,NA,4
639,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade,NA,11
640,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseriaceae_unclassified,NA,1
641,Marker 33,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_unclassified,NA,1
642,Marker 33,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales_unclassified,Cellvibrionales_unclassified,NA,10
643,Marker 33,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified,NA,9
644,Marker 33,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA,8
645,Marker 33,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,NA,6
646,Marker 33,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,NA,61
647,Marker 33,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA,3
648,Marker 33,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,NA,10
649,Marker 33,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospirales_unclassified,Ectothiorhodospirales_unclassified,NA,2
650,Marker 33,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,NA,1
651,Marker 33,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,NA,2
652,Marker 33,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NA,308
653,Marker 33,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade_fa,KI89A_clade_ge,NA,75
654,Marker 33,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,NA,6
655,Marker 33,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophagaceae_unclassified,NA,1
656,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA,2
657,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonadaceae_unclassified,NA,100
658,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,151
659,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Terasakiispira,NA,2
660,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,NA,17
661,Marker 33,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified,NA,4
662,Marker 33,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,2
663,Marker 33,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,4
664,Marker 33,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,NA,6
665,Marker 33,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,8
666,Marker 33,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,NA,5
667,Marker 33,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,NA,201
668,Marker 33,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,NA,30
669,Marker 33,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,NA,36
670,Marker 33,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,NA,2
671,Marker 33,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_ge,NA,4
